z,x1,x2
2.35,3.133605500860993,3.652157491268216
2.375,3.167226866258315,3.6918582325784755
2.4000000000000004,3.200854388804295,3.7315779333016197
2.4250000000000003,3.234488073476858,3.771316630750634
2.45,3.2681279252606528,3.8110743623611025
2.475,3.3017739491470612,3.8508511656916893
2.5,3.3354261501341895,3.8906470784247578
2.5250000000000004,3.3690845332268955,3.930462138366912
2.5500000000000003,3.4027491034368085,3.9702963834495915
2.575,3.436419865782332,4.010149851729641
2.6,3.470096825288641,4.050022581389881
2.625,3.5037799869877158,4.089914610739736
2.6500000000000004,3.537469355918364,4.129825978215737
2.6750000000000003,3.5711649371262144,4.1697567223822185
2.7,3.6048667356637245,4.209706881931821
2.725,3.6385747565902076,4.249676495686154
2.75,3.6722890049718573,4.289665602596367
2.7750000000000004,3.706009485881741,4.329674241743764
2.8000000000000003,3.739736204399789,4.369702452340421
2.825,3.773469165612875,4.409750273729762
2.85,3.80720837461477,4.449817745387243
2.875,3.840953836506192,4.489904906920901
2.9000000000000004,3.87470555639477,4.53001179807204
2.9250000000000003,3.908463539395115,4.570138458715802
2.95,3.942227790628821,4.610284928861855
2.975,3.9759983152244276,4.650451248654997
3.0,4.009775118317511,4.69063745837578
3.0250000000000004,4.043558205050646,4.730843598441216
3.0500000000000003,4.077347580573423,4.771069709405326
3.075,4.111143250042452,4.811315831959909
3.1,4.144945218621444,4.851582006935099
3.125,4.1787534914811335,4.89186827530008
3.1500000000000004,4.212568073799369,4.932174678163734
3.1750000000000003,4.246388970761022,4.972501256775295
3.2,4.2802161875581355,5.012848052525051
3.225,4.314049729389877,5.053215106944991
3.25,4.34788960146248,5.093602461709503
3.2750000000000004,4.381735808989392,5.134010158636051
3.3000000000000003,4.415588357191195,5.1744382396858715
3.325,4.4494472512956165,5.214886746964647
3.35,4.483312496537605,5.255355722723224
3.375,4.517184098159323,5.29584520935832
3.4000000000000004,4.551062061410122,5.33635524941319
3.4250000000000003,4.584946391546584,5.376885885578393
3.45,4.61883709383253,5.417437160692447
3.475,4.652734173539068,5.458009117742601
3.5,4.686637635944544,5.498601799865532
3.5250000000000004,4.720547486334605,5.539215250348059
3.5500000000000003,4.7544637300021755,5.579849512627926
3.575,4.7883863722475475,5.620504630294484
3.6,4.822315418378293,5.661180647089466
3.625,4.856250873709315,5.701877606907713
3.6500000000000004,4.89019274356292,5.742595553797966
3.6750000000000003,4.924141033268763,5.783334531963547
3.7,4.958095748163849,5.824094585763201
3.725,4.992056893592638,5.864875759711822
3.75,5.02602447490699,5.905678098481225
3.7750000000000004,5.05999849746617,5.946501646900916
3.8000000000000003,5.09397896663686,5.987346449958896
3.825,5.127965887793302,6.028212552802428
3.85,5.161959266317089,6.069100000738817
3.875,5.19595910759739,6.110008839236245
3.9000000000000004,5.229965417030792,6.150939113924526
3.9250000000000003,5.263978200021481,6.191890870595945
3.95,5.297997461981128,6.232864155206052
3.975,5.3320232083289465,6.273859013874471
4.0,5.366055444491694,6.314875492885765
4.025,5.400094175903758,6.3559136386901915
4.05,5.434139408007065,6.3969734979046065
4.075,5.468191146251157,6.43805511731324
4.1000000000000005,5.5022493960932195,6.479158543868589
4.125,5.536314162998017,6.520283824692242
4.15,5.570385452437996,6.5614310070757185
4.175,5.604463269893268,6.602600138481372
4.2,5.638547620851642,6.643791266543208
4.2250000000000005,5.672638510808577,6.685004439067789
4.25,5.706735945267246,6.726239704035065
4.275,5.740839929738575,6.767497109599342
4.3,5.774950469741226,6.80877670409006
4.325,5.809067570801576,6.850078536012774
4.3500000000000005,5.843191238453809,6.891402654050016
4.375,5.877321478239892,6.932749107062191
4.4,5.911458295709548,6.974117944088512
4.425,5.945601696420373,7.015509214347923
4.45,5.979751685937766,7.056922967239982
4.4750000000000005,6.013908269834985,7.098359252345827
4.5,6.04807145369311,7.139818119429105
4.525,6.08224124310113,7.181299618436894
4.55,6.116417643655959,7.222803799500687
4.575,6.150600660962355,7.264330712937306
4.6000000000000005,6.184790300633034,7.305880409249909
4.625,6.2189865682886225,7.347452939128899
4.65,6.25318946955778,7.389048353452961
4.675,6.28739901007704,7.430666703289987
