z,x1,x2,x3
5.425000000000001,0.22676526489257814,0.4535305297851563,0.6802957946777345
5.45,0.22798989257812496,0.45597978515624993,0.6839696777343749
5.4750000000000005,0.22920814819335936,0.4584162963867187,0.6876244445800781
5.5,0.230419921875,0.46083984375,0.691259765625
5.525,0.23162510375976564,0.4632502075195313,0.6948753112792969
5.550000000000001,0.23282358398437503,0.46564716796875005,0.6984707519531251
5.575,0.23401525268554688,0.46803050537109375,0.7020457580566407
5.6000000000000005,0.2352,0.4704,0.7056
5.625,0.23637771606445312,0.47275543212890625,0.7091331481933594
5.65,0.23754829101562502,0.47509658203125005,0.7126448730468751
5.675000000000001,0.23871161499023438,0.47742322998046877,0.7161348449707032
5.7,0.23986757812499998,0.47973515624999996,0.719602734375
5.7250000000000005,0.24101607055664062,0.48203214111328124,0.723048211669922
5.75,0.242156982421875,0.48431396484375,0.726470947265625
5.775,0.2432902038574218,0.4865804077148436,0.7298706115722655
5.800000000000001,0.24441562499999997,0.48883124999999994,0.733246875
5.825,0.24553313598632812,0.49106627197265623,0.7365994079589844
5.8500000000000005,0.246642626953125,0.49328525390625,0.739927880859375
5.875,0.24774398803710937,0.49548797607421874,0.7432319641113282
5.9,0.24883710937499998,0.49767421874999995,0.746511328125
5.925000000000001,0.2499218811035157,0.4998437622070314,0.7497656433105472
5.95,0.250998193359375,0.50199638671875,0.7529945800781251
5.9750000000000005,0.25206593627929696,0.5041318725585939,0.7561978088378909
6.0,0.253125,0.50625,0.759375
6.025,0.25417527465820317,0.5083505493164063,0.7625258239746096
6.050000000000001,0.25521665039062497,0.5104333007812499,0.7656499511718751
6.075,0.25624901733398436,0.5124980346679687,0.7687470520019531
6.1000000000000005,0.25727226562500005,0.5145445312500001,0.7718167968750002
6.125,0.2582862854003906,0.5165725708007812,0.7748588562011719
6.15,0.259290966796875,0.51858193359375,0.7778729003906251
6.175000000000001,0.2602861999511719,0.5205723999023438,0.7808585998535157
6.2,0.26127187500000004,0.5225437500000001,0.7838156250000002
6.2250000000000005,0.2622478820800781,0.5244957641601562,0.7867436462402344
6.25,0.263214111328125,0.52642822265625,0.789642333984375
6.275,0.2641704528808594,0.5283409057617188,0.7925113586425782
6.300000000000001,0.26511679687500006,0.5302335937500001,0.7953503906250002
6.325,0.26605303344726555,0.5321060668945311,0.7981591003417968
6.3500000000000005,0.26697905273437494,0.5339581054687499,0.8009371582031249
6.375,0.2678947448730469,0.5357894897460938,0.8036842346191406
6.4,0.26880000000000004,0.5376000000000001,0.8064000000000001
6.425000000000001,0.26969470825195313,0.5393894165039063,0.8090841247558593
6.45,0.27057875976562495,0.5411575195312499,0.811736279296875
6.4750000000000005,0.27145204467773437,0.5429040893554687,0.8143561340332033
6.5,0.27231445312499997,0.5446289062499999,0.8169433593750001
6.525,0.2731658752441406,0.5463317504882812,0.8194976257324219
6.550000000000001,0.2740062011718751,0.5480124023437501,0.8220186035156252
6.575,0.2748353210449219,0.5496706420898438,0.8245059631347658
6.6000000000000005,0.27565312500000005,0.5513062500000001,0.8269593750000002
6.625,0.2764595031738281,0.5529190063476562,0.8293785095214844
6.65,0.27725434570312507,0.5545086914062501,0.8317630371093752
6.675000000000001,0.27803754272460923,0.5560750854492185,0.8341126281738278
6.7,0.278808984375,0.55761796875,0.8364269531250001
6.7250000000000005,0.27956856079101566,0.5591371215820313,0.838705682373047
6.75,0.280316162109375,0.56063232421875,0.840948486328125
6.775,0.28105167846679696,0.5621033569335939,0.8431550354003909
6.800000000000001,0.28177500000000005,0.5635500000000001,0.8453250000000001
6.825,0.2824860168457032,0.5649720336914064,0.8474580505371097
6.8500000000000005,0.283184619140625,0.56636923828125,0.849553857421875
6.875,0.2838706970214844,0.5677413940429688,0.8516120910644531
6.9,0.28454414062499994,0.5690882812499999,0.853632421875
6.925000000000001,0.2852048400878907,0.5704096801757814,0.8556145202636721
6.95,0.285852685546875,0.57170537109375,0.8575580566406249
6.9750000000000005,0.2864875671386719,0.5729751342773438,0.8594627014160157
7.0,0.287109375,0.57421875,0.861328125
7.025,0.28771799926757813,0.5754359985351563,0.8631539978027345
7.050000000000001,0.28831333007812493,0.5766266601562499,0.8649399902343748
7.075,0.2888952575683594,0.5777905151367188,0.8666857727050781
7.1000000000000005,0.289463671875,0.57892734375,0.8683910156250001
7.125,0.2900184631347656,0.5800369262695312,0.8700553894042969
7.15,0.29055952148437497,0.5811190429687499,0.871678564453125
7.175000000000001,0.29108673706054694,0.5821734741210939,0.8732602111816409
7.2,0.29159999999999997,0.5831999999999999,0.8748
7.2250000000000005,0.29209920043945314,0.5841984008789063,0.8762976013183595
7.25,0.292584228515625,0.58516845703125,0.877752685546875
7.275,0.2930549743652344,0.5861099487304688,0.8791649230957033
7.300000000000001,0.293511328125,0.58702265625,0.8805339843750001
7.325,0.29395317993164066,0.5879063598632813,0.881859539794922
7.3500000000000005,0.294380419921875,0.58876083984375,0.8831412597656251
7.375,0.29479293823242186,0.5895858764648437,0.8843788146972656
7.4,0.2951906250000001,0.5903812500000002,0.8855718750000002
7.425000000000001,0.2955733703613281,0.5911467407226562,0.8867201110839844
7.45,0.29594106445312507,0.5918821289062501,0.8878231933593753
7.4750000000000005,0.2962935974121093,0.5925871948242186,0.8888807922363281
7.5,0.296630859375,0.59326171875,0.889892578125
7.525,0.29695274047851555,0.5939054809570311,0.8908582214355468
7.550000000000001,0.2972591308593751,0.5945182617187502,0.8917773925781253
7.575,0.29754992065429686,0.5950998413085937,0.8926497619628906
7.6000000000000005,0.297825,0.59565,0.893475
7.625,0.2980842590332031,0.5961685180664062,0.8942527770996094
7.65,0.298327587890625,0.59665517578125,0.894982763671875
7.675000000000001,0.29855487670898434,0.5971097534179687,0.895664630126953
7.7,0.298766015625,0.59753203125,0.896298046875
7.7250000000000005,0.2989608947753906,0.5979217895507812,0.8968826843261719
7.75,0.29913940429687497,0.5982788085937499,0.8974182128906251
7.775,0.29930143432617184,0.5986028686523437,0.8979043029785155
7.800000000000001,0.299446875,0.59889375,0.8983406250000001
7.825,0.29957561645507813,0.5991512329101563,0.8987268493652344
7.8500000000000005,0.29968754882812504,0.5993750976562501,0.8990626464843751
7.875,0.29978256225585936,0.5995651245117187,0.8993476867675781
7.9,0.299860546875,0.59972109375,0.8995816406250001
7.925000000000001,0.2999213928222656,0.5998427856445312,0.8997641784667968
7.95,0.29996499023437506,0.5999299804687501,0.8998949707031252
7.9750000000000005,0.2999912292480469,0.5999824584960938,0.8999736877441407
8.0,0.3,0.6,0.9
