z,x,y,x_rkf45,y_rkf45,x_gauss,y_gauss,error_rkf45,error_gauss
0,0,0,0,0,0,0,0,0
0.050000000000000003,0.019701471151174585,-0.01236998773736301,0.019701471151174398,-0.012369987737362906,0.019701471151174568,-0.01236998773736301,1.8735013540549517e-16,1.7347234759768071e-17
0.10000000000000001,0.039572676878232918,-0.024835010095272125,0.039572676878232543,-0.024835010095271916,0.039572676878232904,-0.024835010095272125,3.7470027081099033e-16,1.3877787807814457e-17
0.15000000000000002,0.05961424610224967,-0.037395419207494868,0.059614246102248955,-0.037395419207494465,0.059614246102249649,-0.03739541920749484,7.1470607210244452e-16,2.7755575615628914e-17
0.20000000000000001,0.07982681883782386,-0.050051573419078163,0.079826818837822666,-0.050051573419077497,0.07982681883782386,-0.050051573419078156,1.1934897514720433e-15,6.9388939039072284e-18
0.25,0.10021104636266123,-0.062803837381297786,0.1002110463626594,-0.062803837381296759,0.10021104636266122,-0.0628038373812978,1.8318679906315083e-15,1.3877787807814457e-17
0.30000000000000004,0.12076759139147326,-0.07565258214902458,0.12076759139147063,-0.075652582149023109,0.12076759139147322,-0.075652582149024594,2.6367796834847468e-15,4.163336342344337e-17
0.35000000000000003,0.14149712825431238,-0.088598185280574671,0.1414971282543086,-0.088598185280572561,0.1414971282543124,-0.088598185280574671,3.7747582837255322e-15,2.7755575615628914e-17
0.40000000000000002,0.16240034307946802,-0.10164103094011312,0.16240034307946374,-0.10164103094011073,0.16240034307946799,-0.10164103094011312,4.2743586448068527e-15,2.7755575615628914e-17
0.45000000000000001,0.18347793398105053,-0.11478151000268255,0.18347793398104484,-0.11478151000267935,0.18347793398105064,-0.11478151000268254,5.6898930012039273e-15,1.1102230246251565e-16
0.5,0.20473061125139694,-0.1280200201619312,0.20473061125139094,-0.12802002016192784,0.20473061125139697,-0.12802002016193123,5.9952043329758453e-15,2.7755575615628914e-17
0.55000000000000004,0.22615909755843516,-0.14135696604061765,0.22615909755842739,-0.14135696604061329,0.22615909755843513,-0.14135696604061768,7.7715611723760958e-15,2.7755575615628914e-17
0.60000000000000009,0.24776412814814966,-0.15479275930397141,0.24776412814814158,-0.15479275930396688,0.2477641281481496,-0.15479275930397146,8.0768725041480138e-15,5.5511151231257827e-17
0.65000000000000002,0.26954645105229602,-0.1683278187759927,0.26954645105228575,-0.16832781877598696,0.26954645105229585,-0.1683278187759927,1.0269562977782698e-14,1.6653345369377348e-16
0.70000000000000007,0.29150682730151689,-0.18196257055877638,0.29150682730150596,-0.18196257055877024,0.29150682730151689,-0.18196257055877624,1.0935696792557792e-14,1.3877787807814457e-16
0.75,0.31364603114401846,-0.19569744815494908,0.31364603114400497,-0.1956974481549415,0.31364603114401846,-0.19569744815494908,1.3489209749195652e-14,0
0.80000000000000004,0.33596485026997081,-0.20953289259331143,0.33596485026995648,-0.20953289259330338,0.33596485026997081,-0.20953289259331123,1.4321877017664519e-14,1.9428902930940239e-16
0.85000000000000009,0.35846408604180302,-0.22346935255778044,0.35846408604178831,-0.22346935255777217,0.35846408604180297,-0.22346935255778047,1.4710455076283324e-14,5.5511151231257827e-17
0.90000000000000002,0.3811445537305696,-0.23750728451973158,0.38114455373055184,-0.23750728451972158,0.38114455373056949,-0.23750728451973149,1.7763568394002505e-14,1.1102230246251565e-16
0.95000000000000007,0.40400708275857011,-0.25164715287384165,0.40400708275854919,-0.25164715287382988,0.40400708275857017,-0.25164715287384187,2.0927704014184201e-14,2.2204460492503131e-16
1,0.42705251694841317,-0.26588943007754007,0.42705251694838903,-0.26588943007752652,0.42705251694841317,-0.26588943007754001,2.4147350785597155e-14,5.5511151231257827e-17
1.05,0.45028171477872136,-0.28023459679417861,0.45028171477869394,-0.28023459679416324,0.45028171477872142,-0.28023459679417861,2.7422508708241367e-14,5.5511151231257827e-17
1.1000000000000001,0.47369554964668048,-0.29468314204003287,0.47369554964664962,-0.29468314204001556,0.47369554964668048,-0.29468314204003282,3.0864200084579352e-14,5.5511151231257827e-17
1.1500000000000001,0.49729491013764615,-0.30923556333525537,0.49729491013761185,-0.30923556333523616,0.49729491013764637,-0.30923556333525526,3.4305891460917337e-14,2.2204460492503131e-16
1.2000000000000002,0.52108070030202769,-0.32389236685890355,0.52108070030199005,-0.3238923668588824,0.52108070030202791,-0.32389236685890355,3.7636560534792807e-14,2.2204460492503131e-16
1.25,0.5450538399396776,-0.33865406760816913,0.5450538399396363,-0.33865406760814593,0.54505383993967782,-0.33865406760816896,4.1300296516055823e-14,2.2204460492503131e-16
1.3,0.56921526489202301,-0.35352118956194378,0.56921526489197793,-0.35352118956191841,0.56921526489202301,-0.35352118956194367,4.5075054799781356e-14,1.1102230246251565e-16
1.3500000000000001,0.59356592734218672,-0.36849426584885658,0.59356592734213787,-0.36849426584882911,0.59356592734218683,-0.36849426584885658,4.8849813083506888e-14,1.1102230246251565e-16
1.4000000000000001,0.61810679612335417,-0.38357383891992958,0.61810679612330144,-0.38357383891989993,0.61810679612335406,-0.38357383891992958,5.2735593669694936e-14,1.1102230246251565e-16
1.4500000000000002,0.64283885703565014,-0.39876046072599719,0.64283885703559362,-0.39876046072596533,0.64283885703565036,-0.39876046072599691,5.6510351953420468e-14,2.7755575615628914e-16
1.5,0.66776311317180392,-0.41405469290004659,0.66776311317174319,-0.41405469290001246,0.66776311317180403,-0.41405469290004659,6.0729199446996063e-14,1.1102230246251565e-16
1.55,0.69288058525188811,-0.42945710694463884,0.69288058525182328,-0.42945710694460237,0.69288058525188823,-0.42945710694463862,6.4837024638109142e-14,2.2204460492503131e-16
1.6000000000000001,0.71819231196743194,-0.44496828442457775,0.71819231196736288,-0.4449682844245389,0.71819231196743205,-0.4449682844245777,6.9055872131684737e-14,1.1102230246251565e-16
1.6500000000000001,0.74369935033521795,-0.46058881716500155,0.74369935033514456,-0.46058881716496031,0.74369935033521806,-0.46058881716500161,7.3385741927722847e-14,1.1102230246251565e-16
1.7000000000000002,0.76940277606108587,-0.47631930745507722,0.76940277606100804,-0.47631930745503348,0.76940277606108565,-0.476319307455077,7.7826634026223473e-14,2.2204460492503131e-16
1.75,0.79530368391408002,-0.49216036825748583,0.79530368391399764,-0.49216036825743947,0.79530368391407968,-0.49216036825748599,8.2378548427186615e-14,3.3306690738754696e-16
1.8,0.82140318811128976,-0.5081126234238954,0.82140318811120283,-0.50811262342384644,0.82140318811128965,-0.50811262342389518,8.6930462828149757e-14,2.2204460492503131e-16
1.8500000000000001,0.84770242271374729,-0.52417670791662463,0.84770242271365548,-0.524176707916573,0.84770242271374707,-0.52417670791662463,9.1815444136500446e-14,2.2204460492503131e-16
1.9000000000000001,0.87420254203376091,-0.54035326803670958,0.87420254203366432,-0.54035326803665518,0.87420254203376069,-0.54035326803670947,9.6589403142388619e-14,2.2204460492503131e-16
1.9500000000000002,0.90090472105408159,-0.55664296165859484,0.90090472105398012,-0.55664296165853766,0.90090472105408181,-0.55664296165859473,1.0147438445073931e-13,2.2204460492503131e-16
2,0.92781015585931004,-0.5730464584716799,0.92781015585920346,-0.57304645847161984,0.92781015585931026,-0.5730464584716799,1.0658141036401503e-13,2.2204460492503131e-16
2.0500000000000003,0.95492006407997621,-0.58956444022895915,0.95492006407986429,-0.5895644402288962,0.95492006407997576,-0.58956444022895949,1.1191048088221578e-13,4.4408920985006262e-16
2.1000000000000001,0.98223568534973427,-0.60619760100300657,0.98223568534961736,-0.60619760100294073,0.98223568534973438,-0.60619760100300657,1.1690648449302898e-13,1.1102230246251565e-16
2.1499999999999999,1.0097582817761459,-0.62294664744956729,1.0097582817760233,-0.62294664744949824,1.0097582817761461,-0.62294664744956729,1.2256862191861728e-13,2.2204460492503131e-16
2.2000000000000002,1.0374891384255256,-0.63981229907902337,1.0374891384253975,-0.63981229907895121,1.0374891384255249,-0.63981229907902326,1.2811973704174306e-13,6.6613381477509392e-16
2.25,1.0654295638223656,-0.65679528853602298,1.0654295638222318,-0.6567952885359476,1.0654295638223654,-0.65679528853602287,1.3389289676979388e-13,2.2204460492503131e-16
2.3000000000000003,1.0935808904638642,-0.67389636188756497,1.0935808904637248,-0.67389636188748636,1.0935808904638644,-0.67389636188756508,1.3944401189291966e-13,2.2204460492503131e-16
2.3500000000000001,1.1219444753501067,-0.69111627891984773,1.1219444753499614,-0.6911162789197659,1.1219444753501067,-0.69111627891984784,1.4521717162097048e-13,1.1102230246251565e-16
2.4000000000000004,1.1505217005304789,-0.7084558134442076,1.1505217005303274,-0.70845581344412234,1.1505217005304786,-0.7084558134442076,1.5143442055887135e-13,2.2204460492503131e-16
2.4500000000000002,1.1793139736669094,-0.72591575361247807,1.1793139736667515,-0.72591575361238936,1.1793139736669089,-0.72591575361247784,1.5787371410169726e-13,4.4408920985006262e-16
2.5,1.208322728614573,-0.74349690224212772,1.2083227286144089,-0.74349690224203546,1.2083227286145728,-0.74349690224212772,1.6409096303959814e-13,2.2204460492503131e-16
2.5500000000000003,1.2375494260207098,-0.76120007715153837,1.2375494260205395,-0.76120007715144244,1.2375494260207101,-0.76120007715153826,1.7030821197749901e-13,2.2204460492503131e-16
2.6000000000000001,1.2669955539422411,-0.77902611150580947,1.2669955539420641,-0.77902611150570977,1.2669955539422411,-0.77902611150580892,1.7696955012524995e-13,5.5511151231257827e-16
2.6500000000000004,1.2966626284829039,-0.79697585417349159,1.2966626284827203,-0.79697585417338823,1.2966626284829041,-0.79697585417349137,1.8363088827300089e-13,2.2204460492503131e-16
2.7000000000000002,1.3265521944506522,-0.81505017009466529,1.3265521944504615,-0.81505017009455794,1.3265521944506526,-0.8150501700946654,1.9073631563060189e-13,4.4408920985006262e-16
2.75,1.3566658260361062,-0.8332499406608056,1.3566658260359086,-0.83324994066069447,1.3566658260361055,-0.83324994066080527,1.9761969838327786e-13,6.6613381477509392e-16
2.8000000000000003,1.3870051275128734,-0.8515760641068939,1.3870051275126685,-0.85157606410677866,1.3870051275128736,-0.85157606410689335,2.049471703458039e-13,5.5511151231257827e-16
2.8500000000000001,1.417571733960594,-0.87002945591625092,1.4175717339603817,-0.87002945591613134,1.4175717339605933,-0.87002945591625069,2.1227464230832993e-13,6.6613381477509392e-16
2.9000000000000004,1.4483673120116185,-0.88861104923860235,1.4483673120113989,-0.88861104923847878,1.4483673120116183,-0.88861104923860224,2.1960211427085596e-13,2.2204460492503131e-16
2.9500000000000002,1.4793935606222495,-0.90732179532189972,1.4793935606220221,-0.90732179532177171,1.4793935606222492,-0.90732179532189938,2.2737367544323206e-13,3.3306690738754696e-16
3,1.5106522118695389,-0.92616266395844682,1.5106522118693035,-0.92616266395831437,1.5106522118695394,-0.92616266395844637,2.3536728122053319e-13,4.4408920985006262e-16
3.0500000000000003,1.542145031774675,-0.94513464394591573,1.5421450317744319,-0.94513464394577884,1.5421450317746752,-0.9451346439459154,2.4313884239290928e-13,3.3306690738754696e-16
3.1000000000000001,1.5738738211540402,-0.96423874356385475,1.5738738211537886,-0.96423874356371342,1.5738738211540402,-0.96423874356385475,2.5157653738006047e-13,0
3.1500000000000004,1.6058404164990765,-0.98347599106632799,1.6058404164988169,-0.98347599106618211,1.6058404164990765,-0.98347599106632777,2.595701431573616e-13,2.2204460492503131e-16
3.2000000000000002,1.6380466908861564,-1.0028474351913506,1.6380466908858882,-1.0028474351911998,1.6380466908861564,-1.0028474351913508,2.6822988274943782e-13,2.2204460492503131e-16
3.25,1.6704945549177006,-1.022354145687824,1.6704945549174239,-1.0223541456876684,1.6704945549177002,-1.022354145687824,2.7666757773658901e-13,4.4408920985006262e-16
3.3000000000000003,1.7031859576958699,-1.0419972138607063,1.7031859576955841,-1.0419972138605456,1.7031859576958697,-1.0419972138607063,2.8577140653851529e-13,2.2204460492503131e-16
3.3500000000000001,1.7361228878301962,-1.0617777531351871,1.7361228878299015,-1.0617777531350214,1.7361228878301962,-1.0617777531351869,2.9465319073551655e-13,2.2204460492503131e-16
3.4000000000000004,1.7693073744806214,-1.0816968996406853,1.7693073744803176,-1.0816968996405145,1.7693073744806218,-1.0816968996406857,3.0375701953744283e-13,4.4408920985006262e-16
