z,x_o,y_o,x_e,y_e
0,0,0,0,0
0.050000000000000003,0.016314115699725941,-0.008761284357260226,0.019636076463236271,-0.012333373162391525
0.10000000000000001,0.032676951757259917,-0.017548733351121063,0.039310705577667186,-0.024688332006770668
0.15000000000000002,0.049088560998744743,-0.02636237535117773,0.059023919316457438,-0.037064894434955947
0.20000000000000001,0.065548996484524003,-0.035202238852799925,0.078775749780866364,-0.049463078420486244
0.25,0.08205831151013919,-0.044068352477667334,0.098566229200682781,-0.061882902008864288
0.30000000000000004,0.098616559607333509,-0.052960744974308728,0.11839538993466241,-0.074324383317801529
0.35000000000000003,0.11522379454506215,-0.061879445218644476,0.13826326447096762,-0.086787540537464403
0.40000000000000002,0.13188007033050975,-0.070824482214532997,0.1581698854276099,-0.099272391930722043
0.45000000000000001,0.14858544121011383,-0.079795885094320368,0.17811528555289474,-0.11177895583339531
0.5,0.16533996167059586,-0.088793683119394062,0.19809949772586896,-0.12430725065450743
0.55000000000000004,0.18214368643999856,-0.097817905680739961,0.21812255495677096,-0.13685729487653586
0.60000000000000009,0.19899667048873068,-0.1068685822995035,0.23818449038748302,-0.1494291070556657
0.65000000000000002,0.21589896903061795,-0.11594574262755407,0.25828533729198666,-0.16202270582204459
0.70000000000000007,0.23285063752396201,-0.12504941644805365,0.27842512907682038,-0.17463810988003903
0.75,0.24985173167260563,-0.13417963367602892,0.29860389928154024,-0.18727533800849216
0.80000000000000004,0.26690230742700538,-0.14333642435894733,0.31882168157918256,-0.19993440906098298
0.85000000000000009,0.28400242098531181,-0.15251981867729705,0.3390785097767301,-0.21261534196608722
0.90000000000000002,0.30115212879445569,-0.16172984694517062,0.35937441781557994,-0.22531815572763941
0.95000000000000007,0.31835148755124332,-0.17096653961085287,0.37970943977201527,-0.23804286942499697
1,0.3356005542034573,-0.18022992725741221,0.40008360985767832,-0.25078950221330509
1.05,0.35289938595096665,-0.18952004060329689,0.42049696242004775,-0.26355807332376391
1.1000000000000001,0.3702480402468421,-0.1988369105029337,0.44094953194291731,-0.2763486020638965
1.1500000000000001,0.38764657479848119,-0.20818056794733247,0.46144135304687817,-0.28916110781781923
1.2000000000000002,0.40509504756873937,-0.21755104406469333,0.48197246048980352,-0.3019956100465126
1.25,0.42259351677706919,-0.22694837012101859,0.50254288916733647,-0.31485212828809478
1.3,0.44014204090066766,-0.2363725775207289,0.52315267411338051,-0.3277306821580962
1.3500000000000001,0.45774067867563062,-0.24582369780728308,0.54380185050059227,-0.34063129134973513
1.4000000000000001,0.47538948909811518,-0.25530176266380256,0.56449045364087802,-0.35355397563419616
1.4500000000000002,0.49308853142551001,-0.26480680391369976,0.58521851898589272,-0.36649875486090933
1.5,0.5108378651776142,-0.27433885352131127,0.60598608212754135,-0.37946564895783064
1.55,0.52863755013782288,-0.28389794359253451,0.6267931787984844,-0.3924546779317255
1.6000000000000001,0.54648764635432201,-0.29348410637546918,0.64763984487264536,-0.40546586186845257
1.6500000000000001,0.56438821414129026,-0.30309737426106326,0.66852611636572079,-0.41849922093324954
1.7000000000000002,0.58233931408011042,-0.31273777978376294,0.68945202943569439,-0.43155477537102072
1.75,0.60034100702058724,-0.32240535562216716,0.71041762038335365,-0.44463254550662673
1.8,0.61839335408217599,-0.33210013459968707,0.73142292565280942,-0.45773255174517458
1.8500000000000001,0.63649641665521695,-0.34182214968520902,0.75246798183201813,-0.47085481457231126
1.9000000000000001,0.65465025640217944,-0.35157143399376301,0.77355282565330719,-0.48399935455451704
1.9500000000000002,0.6728549352589146,-0.36134802078719486,0.79467749399390497,-0.49716619233940224
2,0.69111051543591684,-0.37115194347484415,0.8158420238764712,-0.5103553486560044
2.0500000000000003,0.7094170594195931,-0.38098323561422587,0.83704645246963261,-0.5235668443150886
2.1000000000000001,0.7277746299735407,-0.39084193091171626,0.85829081708851995,-0.53680070020944737
2.1499999999999999,0.74618329013983575,-0.40072806322324506,0.8795751551953106,-0.55005693731420491
2.2000000000000002,0.76464310324032836,-0.41064166655499112,0.90089950439977162,-0.56333557668712086
2.25,0.78315413287794811,-0.42058277506408315,0.92226390245980705,-0.57663663946889754
2.3000000000000003,0.80171644293801814,-0.43055142305930594,0.94366838728201041,-0.5899601468834883
2.3500000000000001,0.82033009758957642,-0.44054764500180948,0.96511299692221542,-0.60330612023840613
2.4000000000000004,0.83899516128671103,-0.45057147550582621,0.98659776958605649,-0.61667458092503813
2.4500000000000002,0.85771169876989828,-0.46062294933938974,1.0081227436295266,-0.63006555041895684
2.5,0.87647977506735597,-0.47070210142506147,1.0296879575595423,-0.64347905028023744
2.5500000000000003,0.895299455496402,-0.48080896684066021,1.0512934500345099,-0.65691510215377447
2.6000000000000001,0.91417080566482367,-0.49094358081999784,1.0729392598648961,-0.67037372776960091
2.6500000000000004,0.9330938914722583,-0.50110597875362006,1.0946254260138015,-0.68385494894321031
2.7000000000000002,0.95206877911157894,-0.51129619618955158,1.1163519875975381,-0.69735878757587866
2.75,0.97109553507029567,-0.52151426883404761,1.1381189838862085,-0.71088526565499022
2.8000000000000003,0.99017422613196115,-0.53176023255234939,1.1599264543042911,-0.72443440525436431
2.8500000000000001,1.0093049193775896,-0.54203412336944623,1.1817744384312263,-0.73800622853458342
2.9000000000000004,1.028487682187085,-0.55233597747084184,1.2036629760020079,-0.75160075774332502
2.9500000000000002,1.0477225822406759,-0.56266583120332592,1.2255921069077771,-0.76521801521569299
3,1.0670096875203672,-0.57302372107575272,1.2475618711964189,-0.77885802337455334
3.0500000000000003,1.0863490663113955,-0.58340968375982338,1.2695723090731668,-0.79252080473087061
3.1000000000000001,1.1057407872036968,-0.59382375609087412,1.2916234609012029,-0.80620638188404592
3.1500000000000004,1.1251849190933871,-0.60426597506867075,1.3137153672022703,-0.81991477752225839
3.2000000000000002,1.1446815311842486,-0.61473637785820756,1.335848068657282,-0.83364601442280661
3.25,1.1642306929892317,-0.62523500179051328,1.3580216061069392,-0.84740011545245486
3.3000000000000003,1.1838324743319624,-0.63576188436346115,1.3802360205523496,-0.86117710356777932
3.3500000000000001,1.2034869453482642,-0.64631706324258631,1.4024913531556475,-0.87497700181551541
3.4000000000000004,1.2231941764876897,-0.65690057626190723,1.4247876452406256,-0.88879983333291057
3.4500000000000002,1.2429542385150609,-0.66751246142475484,1.4471249382933611,-0.90264562134807624
3.5,1.2627672025120242,-0.67815275690460541,1.4695032739628509,-0.91651438918034256
3.5500000000000003,1.2826331398786146,-0.68882150104592266,1.4919226940616517,-0.93040616024061706
3.6000000000000001,1.3025521223348275,-0.69951873236499995,1.5143832405665181,-0.94432095803174176
3.6500000000000004,1.3225242219222111,-0.71024448955081698,1.5368849556190507,-0.95825880614885661
3.7000000000000002,1.3425495110054564,-0.72099881146589317,1.5594278815263438,-0.97221972827976133
3.75,1.3626280622740141,-0.73178173714715566,1.5820120607616399,-0.98620374820528189
3.8000000000000003,1.382759948743709,-0.7425933058068066,1.6046375359649869,-1.0002108897996398
3.8500000000000001,1.4029452437583754,-0.75343355683320146,1.6273043499438971,-1.0142411770308195
3.9000000000000004,1.4231840209915005,-0.76430252979173163,1.6500125456740147,-1.0282946339609427
3.9500000000000002,1.4434763544478788,-0.77520026442571255,1.6727621662997838,-1.0423712847466424
4,1.4638223184652814,-0.78612680065728069,1.6955532551351207,-1.0564711536394393
4.0499999999999998,1.4842219877161333,-0.79708217858829367,1.718385855664093,-1.0705942649861226
4.1000000000000005,1.504675437209207,-0.80806643850124071,1.7412600115415984,-1.0847406432291289
4.1500000000000004,1.5251827422913249,-0.81907962086015573,1.7641757665940507,-1.0989103129069271
4.2000000000000002,1.5457439786490759,-0.83012176631154055,1.7871331648200708,-1.1131032986544047
4.25,1.5663592223105429,-0.84119291568529153,1.8101322503911774,-1.1273196252032556
4.2999999999999998,1.5870285496470464,-0.8522931099956359,1.8331730676524867,-1.1415593173823708
4.3500000000000005,1.607752037374895,-0.86342239044207314,1.8562556611234149,-1.155822400118232
4.4000000000000004,1.6285297625571513,-0.87458079841032188,1.8793800754983812,-1.1701088984353056
4.4500000000000002,1.6493618026054149,-0.88576837547327825,1.9025463556475206,-1.1844188374564415
4.5,1.6702482352816106,-0.89698516339197587,1.9257545466174,-1.1987522424032737
4.5499999999999998,1.6911891386997957,-0.90823120411655689,1.9490046936317338,-1.2131091385966217
4.6000000000000005,1.7121845913279765,-0.91950653978724661,1.9722968420921108,-1.2274895514568971
4.6500000000000004,1.7332346719899407,-0.9308112127353384,1.995631037578717,-1.241893506504508
4.7000000000000002,1.7543394598671027,-0.94214526548418465,2.0190073258510748,-1.2563210293602736
4.75,1.7754990345003614,-0.95350874075019387,2.0424257528487741,-1.2707721457458327
4.8000000000000007,1.7967134757919725,-0.96490168144383692,2.0658863646922159,-1.2852468814840612
