z,x_o,y_o,x_e,y_e
0,0,0,0,0
0.060883578557941728,0,0,0.0082810997273243571,0.0024089949554956876
0.12176715711588346,0,0,0.016496301592173329,0.0050339383280806624
0.18265073567382517,0,0,0.024639975305547193,0.0078730311126861147
0.24353431423176691,0,0,0.03270653960026839,0.010924327536933426
0.30441789278970866,0,0,0.040690466056103235,0.014185736394669
0.36530147134765034,0,0,0.048586282888664858,0.017655022479172812
0.42618504990559208,0,0,0.056388578699501118,0.021329808115057185
0.48706862846353383,0,0,0.064092006184796643,0.025207574787806983
0.54795220702147551,0,0,0.071691285800147789,0.029285664869843436
0.60883578557941731,0,0,0.079181209378898693,0.033561283441929449
0.669719364137359,0,0,0.086556643701558481,0.03803150020866769
0.73060294269530068,0,0,0.09381253401385356,0.042693251506778454
0.79148652125324248,0,0,0.10094390749100368,0.047543342404781745
0.85237009981118417,0,0,0.10794587664584777,0.052578448892643521
0.91325367836912597,0,0,0.11481364267848317,0.057795120159886186
0.97413725692706765,0,0,0.12154249876512364,0.063189780960601669
1.0350208354850094,0,0,0.12812783328392138,0.068758734063746579
1.095904414042951,0,0,0.13456513297554187,0.074498162787039315
1.1567879926008928,0,0,0.14084998603632687,0.080404133612723833
1.2176715711588346,0,0,0.1469780851419239,0.086472598883406124
1.2785551497167762,0,0,0.15294523039931132,0.092699399576116087
1.339438728274718,0,0,0.15874733222519535,0.099080268152694759
1.4003223068326598,0,0,0.16438041414880594,0.10561083148455112
1.4612058853906014,0,0,0.16984061553717134,0.11228661384978653
1.5220894639485432,0,0,0.17512419424100317,0.11910304000063053
1.582973042506485,0,0,0.18022752915937842,0.12605543829908747
1.6438566210644268,0,0,0.18514712272146136,0.13313904391864365
1.7047401996223683,0,0,0.18987960328356365,0.14034900210984133
1.7656237781803101,0,0,0.19442172743990074,0.14768037152748184
1.8265073567382519,0,0,0.19877038224546006,0.15512812761717637
1.8873909352961935,0,0,0.20292258734945798,0.16268716605892466
1.9482745138541353,0,0,0.20687549703792357,0.17035230626536119
2.0091580924120769,0,0,0.21062640218400855,0.17811829493227088
2.0700416709700189,0,0,0.21417273210468765,0.18597980963894109
2.1309252495279605,0,0,0.21751205632257642,0.19393146249588317
2.1918088280859021,0,0,0.2206420862316589,0.20196780383742324
2.2526924066438441,0,0,0.22356067666578386,0.21008332595662974
2.3135759852017856,0,0,0.22626582736885456,0.21827246688002153
2.3744595637597272,0,0,0.22875568436570448,0.22652961417946665
2.4353431423176692,0,0,0.23102854123271907,0.23484910881865959
2.4962267208756108,0,0,0.23308284026733342,0.24322524903154275
2.5571102994335524,0,0,0.23491717355560374,0.25165229423001167
2.6179938779914944,0,0,0.23653028393712125,0.26012446893822777
2.678877456549436,0,0,0.23792106586660705,0.2686359667508405
2.7397610351073776,0,0,0.23908856617159788,0.27718095431240786
2.8006446136653196,0,0,0.24003198470570256,0.28575357531528695
2.8615281922232612,0,0,0.24075067489698265,0.29434795451325424
2.9224117707812027,0,0,0.24124414419108042,0.30295820174810634
2.9832953493391448,0,0,0.24151205438879106,0.31157841598647984
3.0441789278970863,0,0,0.24155422187784747,0.32020268936412521
3.1050625064550283,0,0,0.24137061775875895,0.32882511123486136
3.1659460850129699,0,0,0.24096136786461747,0.33743977222143762
3.2268296635709115,0,0,0.24032675267485801,0.34604076826552599
3.2877132421288535,0,0,0.23946720712303188,0.35462220467406685
3.3485968206867951,0,0,0.23838332029872508,0.36317820015919827
3.4094803992447367,0,0,0.23707583504382559,0.37170289086899622
3.4703639778026787,0,0,0.2355456474434168,0.3801904344062661
3.5312475563606203,0,0,0.23379380621164547,0.38863501383262949
3.5921311349185618,0,0,0.23182151197298542,0.397030841655164
3.6530147134765039,0,0,0.22963011643938946,0.40537216379286084
3.7138982920344454,0,0,0.22722112148389378,0.41365326352018522
