z,x,y,x_rkf45,y_rkf45,x_gauss,y_gauss,error_rkf45,error_gauss
0,0,0,0,0,0,0,0,0
0.050000000000000003,0.025005156371599929,-0.015339528326219319,0.02500515637159996,-0.015339528326219333,0.02500515637159996,-0.015339528326219343,3.1225022567582528e-17,3.1225022567582528e-17
0.10000000000000001,0.050014776579386966,-0.030681555960408231,0.050014776579387014,-0.030681555960408252,0.050014776579387014,-0.030681555960408252,4.8572257327350599e-17,4.8572257327350599e-17
0.15000000000000002,0.075028764526528915,-0.046026029097819318,0.075028764526528832,-0.046026029097819263,0.075028764526528832,-0.046026029097819277,8.3266726846886741e-17,8.3266726846886741e-17
0.20000000000000001,0.10004702391070296,-0.061372893818650687,0.10004702391070291,-0.061372893818650652,0.10004702391070289,-0.06137289381865068,4.163336342344337e-17,6.9388939039072284e-17
0.25,0.12506945822837828,-0.076722096090443795,0.12506945822837823,-0.076722096090443767,0.1250694582283782,-0.076722096090443739,5.5511151231257827e-17,8.3266726846886741e-17
0.30000000000000004,0.15009597077912273,-0.092073581770494795,0.15009597077912268,-0.092073581770494781,0.15009597077912259,-0.092073581770494725,5.5511151231257827e-17,1.3877787807814457e-16
0.35000000000000003,0.17512646466993595,-0.10742729660828065,0.17512646466993589,-0.10742729660828063,0.17512646466993589,-0.10742729660828058,5.5511151231257827e-17,6.9388939039072284e-17
0.40000000000000002,0.20016084281960733,-0.12278318624789911,0.20016084281960739,-0.12278318624789913,0.20016084281960733,-0.12278318624789908,5.5511151231257827e-17,2.7755575615628914e-17
0.45000000000000001,0.2251990079630985,-0.13814119623052251,0.22519900796309869,-0.13814119623052262,0.22519900796309875,-0.13814119623052265,1.9428902930940239e-16,2.4980018054066022e-16
0.5,0.25024086265594964,-0.15350127199686492,0.25024086265594975,-0.15350127199686497,0.25024086265594969,-0.15350127199686503,1.1102230246251565e-16,1.1102230246251565e-16
0.55000000000000004,0.27528630927870834,-0.16886335888966172,0.2752863092787084,-0.16886335888966178,0.27528630927870812,-0.16886335888966184,5.5511151231257827e-17,2.2204460492503131e-16
0.60000000000000009,0.30033525004138273,-0.18422740215616318,0.30033525004138278,-0.18422740215616323,0.30033525004138262,-0.18422740215616318,5.5511151231257827e-17,1.1102230246251565e-16
0.65000000000000002,0.32538758698791603,-0.19959334695063946,0.32538758698791609,-0.19959334695063952,0.32538758698791598,-0.19959334695063957,5.5511151231257827e-17,1.1102230246251565e-16
0.70000000000000007,0.35044322200068317,-0.21496113833689845,0.35044322200068317,-0.21496113833689848,0.35044322200068306,-0.21496113833689831,2.7755575615628914e-17,1.3877787807814457e-16
0.75,0.37550205680500781,-0.23033072129081483,0.37550205680500781,-0.23033072129081483,0.3755020568050077,-0.23033072129081472,0,1.1102230246251565e-16
0.80000000000000004,0.40056399297370121,-0.24570204070287133,0.40056399297370127,-0.24570204070287138,0.40056399297370116,-0.2457020407028713,5.5511151231257827e-17,5.5511151231257827e-17
0.85000000000000009,0.42562893193162016,-0.26107504138071091,0.42562893193162016,-0.26107504138071091,0.42562893193161994,-0.2610750413807108,0,2.2204460492503131e-16
